Item,Type,Description,Product type,Main type,Items,Email (from Contacts) (from Customer) (from Orders) (from Items),Customers,Unit price,Picture,Weight (g),Material,Comment,Unit cost ¥,For sales,Costs proposed by suppliers
Packing - Aman tequila 750ml gift box,Packing,Aman tequila 750ml gift box,['Repeat order'],,,,['recLoe3HyY3Rz80b0'],2.14,"[{'id': 'attJLHRMHwZSFcbEc', 'width': 4032, 'height': 3024, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/fSTEU9H7Vd9yunEE4Y7M4Q/xUa3CORtuxZYeOiy01UQcjVuBmTjC6u33WPzqxq4Dg_oOP5J4OHJpMgLV-nB0x-LrScU-PmXjm4MnV6H1u7OK1AA0Qj4McEecVaXECc-ZgMcgs7p_jKC4KxHXz5XTES7/Lzqd6Ac_6OVkLklWete1U_jnLw9bin99nvue5Rq-GeY', 'filename': 'dca99eaed3513fc2822b5d78f5dc9a6.jpg', 'size': 2550513, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/tCaBP3R046OLRgYYmIHQjQ/dPGa94LAWwA7iNk125pDuUi4pW8ilZ5VvvowqJgovpcUVOlstme-B0OprkaPfre0gtvHDt7ddiZRZp-vooFp3w/31OKLd63duQlqrKHrhh0kl3GnPgkOVV--lv9dQx2YuM', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/b_URmRA3caQ0dqvVDYYSVg/PQBSen9QfXJPlbsMCr6TXEAkcNK6MnCtfyKWE4bzMQzgKtSOxWm7Pdc_BPwyYq4TKHFhhJ04jikjYGTzkAtifw/kdr7VTDmnj0fz2zbgrl_W4JS8VAOGGoXPSImJi8Co2o', 'width': 512, 'height': 683}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/8UMFpljuRRyGr3VP72dLTQ/FAuYi9_OuRhFwWUoAZc20F8Z9r9TbSiN-5eDqaKgr2IS5LFPB6pL8PxKJwm_57daC9VSRW_8ia6i7N39c3h7_g/ZMNaso-olEOqxFMfhnzgPavBwFs-4XWJkJK97EhvTYA', 'width': 3000, 'height': 3000}}}]",100.0,paper,,10.7,,
Glass - 1L-Scapegrace  Gold Disked BOTSSGG1000-D,Glass,1L-Scapegrace  Gold Disked BOTSSGG1000-D,['Repeat order'],Glass,"['rec6MndT1kdLSyy9j', 'recp29oitPKbuUyCS']",[None],,2.38,,,,,,,
Ceramic - Gun Powder Sardinian ceramic 700ml,Ceramic,Gun Powder Sardinian ceramic 700ml,['Repeat order'],Ceramic,"['rec2S7pMas5fGdo0z', 'rec3JcCuEgmfhx83O']","['prigney@thesheddistillery.com', 'claire.s.bay@gmail.com', 'prigney@thesheddistillery.com', 'claire.s.bay@gmail.com']",['recGTcKqeeoGfgBkP'],2.69,"[{'id': 'attqsUSxsqor9XZUH', 'width': 149, 'height': 346, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/a2acodLDsi0oMs882RlypQ/Y-lfOK_v2cLOX1963N8ZWhQhv1aWUJbEC4W3CqCWloTNzj_hS9OPPycq3mrJ0Q0TvZu70FyCW2nw2_uqxkkymobFVZ7mbA-fieV9gqqzySw/fnSTgLW6UW8SgZ1toks0YmfoHc2_llIMk6nDW-t--bM', 'filename': 'image.png', 'size': 130814, 'type': 'image/png', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/QFTTHeAx4xgdbJyacbU6HA/Z3ARkMceewBBkk767oxCDLOq2DxTa5LJOCAOa4XDbNamLxolMRcn1wKcCXkY4j5WA140tr8bj7CCoez1nwhzNw/lzkyhoRKq-qmeA06PbM-QI_rLbLAjbYzycWxBl89YxA', 'width': 16, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/4xg5EcI4jDGOBVl3zbxe9g/5bZyiGy4EzxTg5A8Cl_7EPGXXHoWw8mr6DFTd0V9ZvMgCxAr6_WijCn4981wz0h8p64h6gZy9q1SIPhU5BjKPA/bAGe2ww489O-6jOUE0kBkJE_jsnHe6ID69Ewtrvs460', 'width': 149, 'height': 346}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/4GSMdW_XbiJO0HmfZ9tAWw/LhuhrX-GiCG-AxMoOCzJH3xGitSL4jLRPq29U4Vhw0hTMrjT3bJXj1yAO3p2gnMR2yrAzfxNgx7g92uBL2sAEg/Uv1ZmGezthh5aNZOWrxQhnVudeTlWjp-GNEWsGyFgME', 'width': 3000, 'height': 3000}}}]",581.0,ceramic,,13.75,,
Glass - MOLD 6066# Bourbon 700ml,Glass,MOLD 6066# Bourbon 700ml,['Repeat order'],Glass,['recBH1GK5ZQQybx8Y'],['even@willettdistillery.com'],,2250.0,,,,,,,
Glass - Sensei 750ml glass bottle,Glass,Sensei 750ml glass bottle,['Repeat order'],Glass,,,['recyN9PCcdYScELcF'],0.35,"[{'id': 'attvSHcUJRRn5uVPc', 'width': 444, 'height': 1108, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/c_eAGErziEf6IzfNlQsZGg/29_AdqMUne8VwrRWOqfjqTb_UTpvqhotxr56EeMlyls94qSXfA-RftoOcLJpKRfoBjEKumjGvkxVcqoR6pJayixznGapxjwSrUH75mDKwE8/YBbzGGsrCrNUfZpkctcxnSxpnpUV8psMgeOX8a9wlcE', 'filename': 'Sensei.JPG', 'size': 107611, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/hjgbGTxUJB31wHaQAK-W2A/KwzqXksRPsLd2aGjQr3pBvTaXJn78EX2ojR0cfGj268Pi6hUgmBVR-WznCjnf1Vtxzzx8Fnkjh7_g6LuWekcCQ/lBwDQJdskCUr2KLI8EOveDVKZewXwAK2--151ZmnInk', 'width': 14, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/VylDV8Crk9VA2QiknkG2Vg/zESz_mIMbPXVyA2X1-jcwBdFmdwDNAtupi-qQyE68EWoxgmh8BwO0Pa23ZxFDM_tCszjZs5X5y5TfEQwo7ZvpQ/IFitKreb_dIXYa_-XkakD92a1e5HxFY3w8VhtrMqDrc', 'width': 444, 'height': 1108}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/EAK2hNDmgn9ndZwCGqa3Uw/_n8vJHRKact-_BU3fXHjnlAfWfF-Md1cnKXDX7_6wMPgvg1MhFP9p89wvyrz9cVXWtpbT5TJzpEefZe9J9lBxg/VWO1wfIHkZTtl_rIdgYxlsbV49y2oIvqJoR3zrWbW2o', 'width': 3000, 'height': 3000}}}]",511.0,glass,,1.76,,
Accessories - Hand tag,Accessories,Hand tag,,Accessories,"['recYOnw2XPcWEjUEu', 'recmZpaz7dvns6YCx', 'recNj1D6JSi9XqgkY', 'recjTcGrVzraq6r1Y', 'reciv8EVgBCCU0ypT', 'recAxeTjEMOP58Amv', 'rec7leGuVF0uFYDqU']","[None, None, 'd.issaq@italiancoffee-co.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', None, None]",,,,,,,,,
Accessories - Mandala Dia De Muertos 1000ml Alu Label,Accessories,Mandala Dia De Muertos 1000ml Alu Label,['Repeat order'],Accessories,['recCMW62R5i0s8p0P'],['Craig@tequilamandala.com'],,0.17,"[{'id': 'attGIil1cktsNtku2', 'width': 636, 'height': 654, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/yKkDkAob9jRXKo1OjMfH7g/guC8GWB7U9pEy5bpLK_fqzgku9h6qkGQlNFY3k69KURX0e2dZkjHVkmw1scrx8ZIefRhvOmxnIhn92pYhAYseoE4M48s80r6Mmg-7J-vgBI/_VnfMm7U2N6ZrLkhMWiu-51u4Yautz3q65LR3zBaHwE', 'filename': 'image.png', 'size': 82426, 'type': 'image/png', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/A1VizSkmnU1qaDp5fk31ag/avk117So6k6_3aYOS8PIrzJ_fd3FEMyEno24WkSUdvt5K6h4VYI-RE02x-cc9KgM235IdNEziec7N6IiVXjVBA/Y6f4kHRZAQwse79R1cxJW8ubz0uDOY5s8zPwBfDbeKw', 'width': 35, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/C6ipB7DK61WlrbpS6odMDA/imEW5hvrecKpOwvEc7M53MyckTGkmbP9uPDymVKcIra9NyCm8dnUPJ2M7NRZGmuRDLD_oqvnC99Xqt33ErOiXg/e7zovScfiWGPxjNKPUo1SSGPGa3yt7t1uVxNCNBLG5g', 'width': 512, 'height': 526}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/9GmuzxT2hK7VSC_e6UHPng/ZQGtDU7ruFHwLc92i7NnvwnH_AVABhPigMOpHfTQ_jgg-CIHTzvgmbWfCkIt_gn6sFzD7Z2X_XESCSeP0G__Hw/ntpZApuUxE5lS-JgcQGc80zbbm0BoWfFxiEfSn8g2bU', 'width': 3000, 'height': 3000}}}]",,Alu.,,0.896,,
Glass - CENOTE GREEN SPRAY 750ML,Glass,CENOTE GREEN SPRAY 750ML,['Repeat order'],Glass,,,['rec6HZLAzIYFQUUuw'],0.89,"[{'id': 'att05kwZtYuJFR4OO', 'width': 1280, 'height': 1706, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/lDi4XEJZEc8m2XadZXI1Pw/B6eYl4cVCo7Tvo7HqW-uqGFnfzQ6p-7fUrpDqDO144pC23mqvWlorz1BBxmSTNRq7riiAOr5kLN-mJBNI8vnsA90BuQSXJfIqknxxWZ_yTgrFG108kq39KXCQHF6MiI1/84HftsAuP4kJZKbM9XdfVuRFU05oD7yZqTTjmCv2vHw', 'filename': 'ba5f3a1e898cccde495bd723b5334cb.jpg', 'size': 993248, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/95eokg8wQlZ4Xm9v5WkQ5w/ZEqNoMQMPuoAOSHQtL7OM-FCyA8xS7NCXzSxFrYMOQkJReKXQq2HYEi05-Ho9-xY_1wZSqyfnqDhSb1it6ljog/Tym4CAGxyW358yUPlTk5JclmmsstTotFO4-SWkzkEIQ', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/PMo_rfDDyVG_fdkGQy8ieA/E0vOoVhUb7uUwPas8jfOJpDMt2gcqx3cJbbyFOf6NH-mDwW9LySq4eUKz0CtcZU88htMDqtyog3RrWBiNB6rVQ/KKwcj4X1cO5rFpnbQ0tR8wMW6mPqMYObw1SveM9fQBw', 'width': 512, 'height': 682}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/q8rKCSXehsJfImsW0O-peA/0QgJs5cGEj6oCMAbTfF2b5Ney5nZxML0AsOykg7zCvF7bkCfVIk4DgfrMxCL0vhq9sjBrCo-aKx0fj73zR1B-Q/cHuxg6I-d-jAgtRqC0pf4eLnQkaepapGrDo8mhD49Fc', 'width': 3000, 'height': 3000}}}]",815.2,flint,,4.75,,
Ceramic - Mandala Blanco Ceramic 1000ml Bottle,Ceramic,Mandala Blanco Ceramic 1000ml Bottle,['Repeat order'],Ceramic,"['recGiJD45ctSaGpOQ', 'recMvPM6goMAnUXwB']","['Craig@tequilamandala.com', 'Craig@tequilamandala.com']",,4.03,"[{'id': 'att3ugEQ5K5otBpuB', 'width': 601, 'height': 800, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/ycMEWUhbVH3eDYnSIN_upQ/ABnhDXMXuCOs5W7e--UvDh2jdCz2x95UIvWch_ri_OUHxxYsKexO7D1T5Urivxl-TO2v4wCFYDZqp-8UcX-rDXlCt0zc5cvhM_seFlfu_cn2Ufolmpbij5E9LHARLkgw/puCMqzMPn4v7AEB017HeEAheDTwCKHx3AMSpAVn7VDw', 'filename': '7522d9c5d199a118717aee29061017f.jpg', 'size': 46194, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/fa7RUO5GcdrFG-AAhIPUQg/QKB2Qv729lREYmB6xDNfG0HuyzyQ93t8R4dnz5JcAcFhfWia_2uUKrBij6_u_0qbRgKDs6QSe8HFfbAr3R-qTw/RKOxPNJCkU6UY4su3dyr-CWW2nTZhlaQI92Y-h3RAY8', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/zqZNVnF-O5WYsuw_JnUp4A/rDknVE1STK5Vsv8hW78iYqCDIrUtUHUYNr4ovhbLszrrn4RrusrZoqfkHKOhyeG6vSmXlHGhQgoycElw5POsGw/0FBEKrctz80MsRHXis5FBWLUY9upRWHbXL_u2W-j_Ks', 'width': 512, 'height': 682}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/fGAYiQynrYr2OMtzGltiWA/Kn4kfN0KSTLTZ_7OzWTYAkyj7_9orMpNwpE2zbrU9Ur5uE5TBmSygXPT_-_PdeLRKeNvTDfWBiJgi2_LHgqWPA/VXkCMERH6YV77azWHdBEinl4kNZupdDqr4_dykvPXyU', 'width': 3000, 'height': 3000}}}]",1144.0,Ceramic,,22.0,,
Ceramic - KAH Ceramic 750ml Green,Ceramic,KAH Ceramic 750ml Green,['Repeat order'],Ceramic,['recO2ZEYgm779WEyX'],,,3.16,"[{'id': 'attnq5wVx9z2N3VEO', 'width': 1080, 'height': 1440, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/Imig-X2aDYGjbhvMZoNjRw/kP0JkL9s_JFUUpcxhSIG9dx6AXrUcuB9mdrj9RlIB5-EJIVEA2gTckP0SFgLsvKH-RTs5VQ0EZ1AhpHH7gEAP11qaVObvAl-uZCdIG08FiXBoST4BvNg6pSTNZLz_ino/QLnevhZUMhy1_Y_fkbSWkMltkygh841UYyIknYy7LIs', 'filename': 'fabf65c8ca34ccc8d45aa45575424d5.jpg', 'size': 200868, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/1zm7ukbIf8ziLb1KOlQcXQ/05j2dniVkGajc_qSA-JjIrGjbmSB6kqawXXHeig3uN_vmpJRzJtfp_c5e6MgNz-i7OfMWnQX3hQDipO3Lq0SbA/UeWEykgJEMZgp9NUxoGE8O0vn59L1yCqFnBC5KND9PQ', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/ZkMlL81VLRbobzS8uyfR9g/5ckCpnWhRfbbYvFBokA50B52w8bPVpn-1omY6gngKfWHrSKDHz-LBTpf3-Ex267A_uwBbbO-X6iFzTulswpJRg/V-QjvsytT1ncvForIthSRkTBCmZbbVJ8l5rE1tFpKho', 'width': 512, 'height': 683}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/M5opdRofUDbxWvn78UD6lQ/J7oZ3TTUm4N3PxMdg35h7d9AMnuGo2PkRYzso6t_bA9wAYZnZyC5cHsvZXjNcgOSaGIww1g0EtFZPN6s5PyqEw/PSW_kREjoJpLJBkUs20FAnGxCB7SPwxvahbMQqaEOjQ', 'width': 3000, 'height': 3000}}}, {'id': 'attt5zJ4Aiggw8GVf', 'width': 1280, 'height': 1706, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/9YJJgDEFIhkAwQhuI8uk8A/2dZDMtuJgyFL4oddjKIHIKdJn86tiCwz3ZtfttUX618ZOfJcVWvi0b1i2OuvMnD8b4TIXyQG7GF_0NEuSGF1yPzb8ZOloQeRVjHdHITTrvkBWbF1B2inLreBL8yw77Ie/hE2cS2BDbAHgzbPj-VcHFYjhjfFoxk7tfpJ_2zLr290', 'filename': 'a311d9d259b68ca6fba2a334555f72a.jpg', 'size': 393578, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/gW9PxiVFBt_6TUHyyTyc1Q/1oO2Lb2SWc9seaz-m6HEI3IA7JqZCXSuOgdpTv8G3iS7L_Pw-dhGSyHjtTDZDtDKFwe55hz6AM1EB1i9hpA1fQ/NMMMlHWaf3-p5OLZu5nNEYupAEhwJ8xhWK_jPuTXEXs', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/DooWQiZXnvQC7TsM5FYc1Q/CKLLdkqjTaoL5zUl8RtOLAKWOGMduqve4sWt-pv5BaF7YaiS_NDuFmRPVdhxKvUbksOYdxK5DXBJs-IFtX9ICg/PnOEadUYtW03UcZivlpVqjTMfdIIrj6d9TajUOslucY', 'width': 512, 'height': 682}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/4JOps0qeEMZaQEGcuNs-xQ/_6HZb-veLMIK6IgrB4W3DD0-65HOYrCFjClaanQMmUuwgwSNKeOCtMtibp5O9z2iAJEQMOY4zzV10heOVaP_yQ/o57kj86zdVc-_0cJixuuuJJTar-IC1pkNVMFO7Z7iJw', 'width': 3000, 'height': 3000}}}]",679.0,ceramic,,14.96,,
Accessories - Custom,Accessories,Custom,,Accessories,"['recLB3GXg02Bc54my', 'recHphTrmy1knBpg9', 'rec6yoMetOUtqPeao', 'rec0kILtjwq9scwIA', 'recVkaoai5Zygzv9s', 'recyRi2NjGOzIe5u9', 'recXu7iFtXlazoIIF', 'reckPL4x0yI4gKdyn', 'recmpLphxjbuMwa4y', 'recZ3KYFFxjt3q4dj', 'reco1EKGfK6cLh4bG', 'recIDZ2b1eJ4qKEvP', 'rec1WPl2zU0I56E4d', 'recT7BXICyfnSop9V', 'recBcSh9VJWZ8x3Aq', 'recJjXVrrFD3rMguw', 'recP03nU5zjHuruk9', 'recU6ezM7pjSG399o', 'recn3lICHn29K8m2l', 'recihrvDVpexIHanQ', 'recYGgqrTDMXy1xMy', 'rec3oWDlV5J28phAQ', 'recdxOEx0JNnpXLFU', 'recb7nFxLRMSLShcA', 'reczIf5CZZmFON6HX', 'recgg6tilFvB92xEy', 'reciEKNF6V7Ov8O7H']","['Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'miguel@ckbg.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', None, None, None, None, 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com', 'prigney@thesheddistillery.com', 'claire.s.bay@gmail.com', 'd.issaq@italiancoffee-co.com', 'd.issaq@italiancoffee-co.com', None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,True,
Accessories - Grim Reaper 1000ml Sealing Label,Accessories,Grim Reaper 1000ml Sealing Label,['Repeat order'],Accessories,['recPpQ1Ltj1H28Ds4'],['Mark M mark@saharex.com'],,,"[{'id': 'attB9rnAcbe4dhqCt', 'width': 195, 'height': 192, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/-TTXTsJFk1I7soedHtq9Fg/CMie2JV535_WfwEoIom717XDls69S9tCrie8ewksSLEbpcrsezwv6JAW6PJBHvGhGsyKcaqMtSTjJxwzWCy0aF5xkLow_zRRDlPy6mfXYDM/UfyQgmfXLmVjLvuxce7hCuPwM2bBai62K6MgDpEWvPk', 'filename': 'image.png', 'size': 91518, 'type': 'image/png', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/v_cn57yASX_PA2793eBFOA/G0Qy9HBQLx0M3meIgtoDnKckFf1coZLAUXq_zD2Do0COGDffq8EjmNHSD0U-N7cO8oIx6wospQXnyg52OHi3jA/XY5BJAfZZ6Dnk8Yof9XTCAcLbhjVQWu2WE7_CB8RRbU', 'width': 37, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/NLVsuks2sgyo5jL8ruGSsQ/H2UVdpC0lUuXsB_NFrVfgB7TyaQY8WgNB_35j-dSeqZd2xxnb6hNcpJoCf9H5JMPv7cBqCwqHp_e8f6BOi3A0w/v2y50xsuxBkhmVf8GvfzhMlrrEyhNwSUOuAiCIF5EHE', 'width': 195, 'height': 192}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/j-tjGudUcdBOKXsoPbVUrQ/hDvMWWsmVypYSAmdBexJ9oUHW4d6YPacVYCVVgVYSrVkZUyJERo8lFmMoXKvDRZYfI-ngH384MK6jpdrgOMceQ/LrYLLiNy4p0O1oUJtMUwfeeSevj3fet550K5HtdH14U', 'width': 3000, 'height': 3000}}}]",,paper,,0.125,,
Accessories - Cap for 1L Bottle (wood outer dia.: 38mm)(Wood Cap with Zamark Ring and Synthetic Cork),Accessories,Cap for 1L Bottle (wood outer dia.: 38mm)(Wood Cap with Zamark Ring and Synthetic Cork),,Accessories,"['reculr5xuHoi7ga8A', 'rec1nv6IEoiIOA0vY', 'rec1ephfBg27vsj27', 'recNoiRMFGQZesi2S', 'recrll0S8pfx6z4NE']","['prigney@thesheddistillery.com', 'claire.s.bay@gmail.com', 'prigney@thesheddistillery.com', 'claire.s.bay@gmail.com', 'prigney@thesheddistillery.com', 'claire.s.bay@gmail.com']",,0.71,,,,,,,
Accessories - Alligator 750ml Zamak  Cap,Accessories,Alligator 750ml Zamak  Cap,['Repeat order'],Accessories,"['recpYZAyypdxEfc8q', 'rec5ihBTQmVOgbQTp']","['Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com']",['recyN9PCcdYScELcF'],4.0,"[{'id': 'attxfWKLbNm9cLsHT', 'width': 3120, 'height': 4160, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/1DXkIbc7M0miCTqlJL8oMQ/te4IeISX9nvrrYGGNwwopkZIZLuHUH88M3_XRCXILdQsjCQOp9LWbHryG2sVDU54XXVON8zY5ZHdgFlQw55ybzPPmptt6E9EQjBdB9l1GMvgL-NSdr1RAWSK0vhkRK-e/Nwob4s5C2I77kfdp1MobfMXJb17LIFbso29xyWxKbR0', 'filename': '6f22899ff56887bb6d9d4f12baec607.jpg', 'size': 3185754, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/AYPhuD7DmLN-NnanHO8aXg/tmRupUb0_GM-NpCTJlqYlMq5KLbZRVNJ3wEbGoYcE_KIAeal20IhUSfRxZkyjzO-zk0AW1Hu69pRz47nFlJ3rw/Y3AGTMLdukcIPTUq-7rXJPjgnn0CrTCdoXBa1JnqSfo', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/X4bAMTZpGCOhJWncjHRemA/rdSQvHfU3je5s6mvUEoiIhKK4Yi8ASQ2UTssDfN4NE4lLOlwL35e9SlrOwzge9aZJcitnnREzwxyuW6rOoQS2Q/xrkr5-HfScluLeF23mEv4u1_UzoyR0x1cs2ZJP2j1lw', 'width': 512, 'height': 683}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/7Y3JYV3WP3EPW25st92QVA/Ed9J2EwCFi5sqAt2lmRiE-M_sbjwf6J5dVpYO9BQbj6cGRzwu25lPGj8pirlfRqhg4IWbuswUW2ghpuvv1x44w/cF8GCqmrjOgA7ySfIpoD46E6QY4B37gkSyAmkHpunM8', 'width': 3000, 'height': 3000}}}]",110.0,Zamak,,26.0,,
Glass - 1L bottle in Super Flint,Glass,1L bottle in Super Flint,,Glass,"['rec14AMVamU3O9vrS', 'recj8wOB8XKkUB1XM']","['prigney@thesheddistillery.com', 'claire.s.bay@gmail.com', 'prigney@thesheddistillery.com', 'claire.s.bay@gmail.com']",,,,,,,,,
Accessories - Honey Badger 700ml Paper labels,Accessories,Honey Badger 700ml Paper labels,['Repeat order'],Accessories,['rec6GCvXaRWRbGFs9'],"['prigney@thesheddistillery.com', 'claire.s.bay@gmail.com']",,0.088,"[{'id': 'attBiaLbrVa4RL1Bu', 'width': 454, 'height': 577, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/kh3sme2oqZyvxeGAhf7mdg/GY-7dzudj1xe4YRndQQFobZVVho_unmYXjaa01y9eg-VUyCtw2ov-Oz99NXJ7p_vH0O41kmuuMrVjAFNUfT65eF85AIHqyPHluMn_ROp0xA/OsF3jG8gz3Pfq9pRhDVJsl3OjV5zxUxY2OofrNlRHso', 'filename': 'image.png', 'size': 102867, 'type': 'image/png', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/ekF27dsBa89q5qbn-TqPuw/EUQcqQWaNlMGd2WrURKaSilkI4-pjhm7BsK58-RnzPf5sMZ2uPrn4oRUpngsjd-h08QZb2VIUTq6Zjj1RKjITQ/qAvvC6mQ5lSkV7fwJU3ySwd6Ka07fIqv36Re-sMpiLk', 'width': 28, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/W9uLZfQhSqRgtQqc4G7Clw/FL5qE9_f_KfEvN9oKkteOlKnnTmtuxnZVgzP4yUYPb5ly2VxHRnttzOe4P1clPnf6SKPk6oBj1DZRJBeTkmDSg/SpWghHXQ8PDdwN3PgsfMADoJkdVkWm9KWmjOhvnREJc', 'width': 454, 'height': 577}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/3EgOD9KBZVAaym3W4FcV-A/uz0G8QKUAuyPbDlVd1QPNkcpCq2E65zjPu7i87lOjzfTjDKpD_8ZoxECg445K5Xe6WDvYt-vBtlWzpLfAYbp9g/EPEtbNRZKagYWkLPkz1y9lUlFWG9OoN2g4x-C3wIDN8', 'width': 3000, 'height': 3000}}}]",,paper,,0.33,,
